-- STATISTICS --

Step: A-3: total number of steps-> 519, mean duration-> 0.49723113s
Step: E-4: total number of steps-> 542, mean duration-> 0.505323s
Step: A-4: total number of steps-> 3, mean duration-> 0.21179879s


-- DETAILED --


Step E-4: @397.5625, 0.3854065s
Step A-3: @398.125, 0.3125s
Step E-4: @398.64584, 0.364563s
Step A-3: @399.1979, 0.3020935s
Step E-4: @399.7396, 0.3541565s
Step A-3: @400.25, 0.34375s
Step E-4: @400.8021, 0.3541565s
Step A-3: @401.34375, 0.3333435s
Step E-4: @401.875, 0.34375s
Step A-3: @402.41666, 0.3333435s
Step E-4: @402.9479, 0.34375s
Step A-3: @403.4896, 0.3229065s
Step E-4: @404.03125, 0.28125s
Step A-3: @404.54166, 0.34375s
Step E-4: @405.08334, 0.333313s
Step A-3: @405.625, 0.3125s
Step E-4: @406.14584, 0.3541565s
Step A-3: @406.6771, 0.3541565s
Step E-4: @407.22916, 0.354187s
Step A-3: @407.75, 0.3541565s
Step E-4: @408.29166, 0.354187s
Step A-3: @408.84375, 0.3229065s
Step E-4: @409.375, 0.3333435s
Step A-3: @409.91666, 0.354187s
Step E-4: @410.45834, 0.34375s
Step A-3: @410.9896, 0.364563s
Step E-4: @411.53125, 0.3333435s
Step A-3: @412.0521, 0.34375s
Step E-4: @412.60416, 0.322937s
Step A-3: @413.125, 0.3541565s
Step E-4: @413.6771, 0.3541565s
Step A-3: @414.20834, 0.302063s
Step E-4: @414.75, 0.3333435s
Step A-3: @415.27084, 0.3229065s
Step E-4: @415.79166, 0.34375s
Step A-3: @416.33334, 0.3229065s
Step E-4: @416.875, 0.34375s
Step A-3: @417.41666, 0.3333435s
Step E-4: @417.95834, 0.3541565s
Step A-3: @418.5, 0.3333435s
Step E-4: @419.03125, 0.34375s
Step A-3: @419.5625, 0.3333435s
Step E-4: @420.1146, 0.3229065s
Step A-3: @420.64584, 0.333313s
Step E-4: @421.16666, 0.3645935s
Step A-3: @421.70834, 0.3541565s
Step E-4: @422.25, 0.3541565s
Step A-3: @422.8021, 0.333313s
Step E-4: @423.34375, 0.34375s
Step A-3: @423.875, 0.3541565s
Step E-4: @424.4271, 0.3229065s
Step A-3: @424.95834, 0.333313s
Step E-4: @425.4896, 0.3229065s
Step A-3: @426.03125, 0.3125s
Step E-4: @426.58334, 0.2291565s
Step A-3: @427.09375, 0.2916565s
Step E-4: @427.625, 0.3229065s
Step A-3: @428.14584, 0.333313s
Step E-4: @428.66666, 0.3333435s
Step A-3: @429.21875, 0.3229065s
Step E-4: @429.75, 0.3333435s
Step A-3: @430.28125, 0.3229065s
Step E-4: @430.8229, 0.322937s
Step A-3: @431.375, 0.3125s
Step E-4: @431.8854, 0.354187s
Step A-3: @432.4271, 0.3125s
Step E-4: @432.9375, 0.3333435s
Step A-3: @433.46875, 0.3541565s
Step E-4: @434.0104, 0.322937s
Step A-3: @434.53125, 0.3229065s
Step E-4: @435.0625, 0.3333435s
Step A-3: @435.59375, 0.2916565s
Step E-4: @436.10416, 0.291687s
Step A-3: @436.625, 0.3020935s
Step E-4: @437.15625, 0.34375s
Step A-3: @437.70834, 0.302063s
Step E-4: @438.22916, 0.322937s
Step A-3: @438.7604, 0.3020935s
Step E-4: @439.28125, 0.3229065s
Step A-3: @439.8229, 0.28125s
Step E-4: @440.33334, 0.333313s
Step A-3: @440.875, 0.3020935s
Step E-4: @441.39584, 0.3229065s
Step A-3: @441.9375, 0.28125s
Step E-4: @442.4479, 0.34375s
Step A-3: @442.97916, 0.34375s
Step E-4: @443.52084, 0.3541565s
Step A-3: @444.0729, 0.3125s
Step E-4: @444.59375, 0.34375s
Step A-3: @445.125, 0.3125s
Step E-4: @445.65625, 0.34375s
Step A-3: @446.1875, 0.3333435s
Step E-4: @446.72916, 0.322937s
Step A-3: @447.27084, 0.28125s
Step E-4: @447.78125, 0.3229065s
Step A-3: @448.3125, 0.3020935s
Step E-4: @448.83334, 0.333313s
Step A-3: @449.3646, 0.302063s
Step E-4: @449.8854, 0.322937s
Step A-3: @450.39584, 0.34375s
Step E-4: @450.9375, 0.3125s
Step A-3: @451.45834, 0.3125s
Step E-4: @451.9896, 0.3541565s
Step A-3: @452.54166, 0.3125s
Step E-4: @453.0625, 0.3333435s
Step A-3: @453.60416, 0.322937s
Step E-4: @454.125, 0.3333435s
Step A-3: @454.65625, 0.3125s
Step E-4: @455.1979, 0.3020935s
Step A-3: @455.72916, 0.3125s
Step E-4: @456.25, 0.34375s
Step A-3: @456.79166, 0.34375s
Step E-4: @457.3229, 0.3645935s
Step A-3: @457.8646, 0.364563s
Step E-4: @458.40625, 0.2708435s
Step A-3: @458.9375, 0.3125s
Step E-4: @459.45834, 0.34375s
Step A-3: @460.0, 0.3333435s
Step E-4: @460.54166, 0.3333435s
Step A-3: @461.0625, 0.2916565s
Step E-4: @461.59375, 0.3229065s
Step A-3: @462.125, 0.3020935s
Step E-4: @462.65625, 0.3229065s
Step A-3: @463.1875, 0.3333435s
Step E-4: @463.72916, 0.3333435s
Step A-3: @464.25, 0.3333435s
Step E-4: @464.77084, 0.34375s
Step A-3: @465.3021, 0.3541565s
Step E-4: @465.84375, 0.34375s
Step A-3: @466.39584, 0.3229065s
Step E-4: @466.9271, 0.333313s
Step A-3: @467.45834, 0.302063s
Step E-4: @468.0, 0.3125s
Step A-3: @468.52084, 0.3125s
Step E-4: @469.0625, 0.3229065s
Step A-3: @469.59375, 0.2604065s
Step E-4: @470.1146, 0.364563s
Step A-3: @470.66666, 0.3333435s
Step E-4: @471.20834, 0.3125s
Step A-3: @471.7396, 0.302063s
Step E-4: @472.29166, 0.3020935s
Step A-3: @472.8229, 0.3125s
