-- STATISTICS --

Step: A-3: total number of steps-> 478, mean duration-> 0.39548445s
Step: E-4: total number of steps-> 513, mean duration-> 0.42028126s
Step: A-4: total number of steps-> 3, mean duration-> 0.20834012s


-- DETAILED --


Step A-3: @347.04166, 0.322937s
Step E-4: @347.54166, 0.322937s
Step A-3: @348.0625, 0.25s
Step E-4: @348.58334, 0.2916565s
Step A-3: @349.08334, 0.3125s
Step E-4: @349.6146, 0.3229065s
Step A-3: @350.1354, 0.3020935s
Step E-4: @350.64584, 0.2916565s
Step A-3: @351.15625, 0.3125s
Step E-4: @351.6771, 0.25s
Step A-3: @352.16666, 0.3020935s
Step E-4: @352.6979, 0.28125s
Step A-3: @353.1979, 0.3125s
Step E-4: @353.70834, 0.2916565s
Step A-3: @354.21875, 0.2604065s
Step E-4: @354.7396, 0.302063s
Step A-3: @355.25, 0.3020935s
Step E-4: @355.77084, 0.302063s
Step A-3: @356.29166, 0.19793701s
Step E-4: @356.79166, 0.3020935s
Step A-3: @357.3021, 0.2604065s
Step E-4: @357.8021, 0.28125s
Step A-3: @358.3125, 0.2916565s
Step E-4: @358.8229, 0.260437s
Step A-3: @359.33334, 0.2291565s
Step E-4: @359.83334, 0.2916565s
Step A-3: @360.35416, 0.28125s
Step E-4: @360.8646, 0.23956299s
Step A-3: @361.375, 0.3125s
Step E-4: @361.89584, 0.270813s
Step A-3: @362.39584, 0.3541565s
Step E-4: @362.9271, 0.34375s
Step A-3: @363.45834, 0.2916565s
Step E-4: @363.97916, 0.3333435s
Step A-3: @364.5, 0.3125s
Step E-4: @365.02084, 0.3125s
Step A-3: @365.5521, 0.302063s
Step E-4: @366.08334, 0.2291565s
Step A-3: @366.60416, 0.21875s
Step E-4: @367.1146, 0.302063s
Step A-3: @367.625, 0.2916565s
Step E-4: @368.14584, 0.2604065s
Step A-3: @368.64584, 0.333313s
Step E-4: @369.1875, 0.2708435s
Step A-3: @369.6875, 0.3229065s
Step E-4: @370.21875, 0.3333435s
Step A-3: @370.7396, 0.28125s
Step E-4: @371.25, 0.3125s
Step A-3: @371.77084, 0.2604065s
Step E-4: @372.29166, 0.25s
Step A-3: @372.8021, 0.302063s
Step E-4: @373.3229, 0.2708435s
Step A-3: @373.84375, 0.28125s
Step E-4: @374.35416, 0.3020935s
Step A-3: @374.875, 0.25s
Step E-4: @375.39584, 0.28125s
Step A-3: @375.90625, 0.28125s
Step E-4: @376.4271, 0.2916565s
Step A-3: @376.9479, 0.22918701s
Step E-4: @377.45834, 0.302063s
Step A-3: @377.95834, 0.3229065s
Step E-4: @378.47916, 0.3125s
Step A-3: @379.0, 0.3125s
Step E-4: @379.52084, 0.25s
Step A-3: @380.02084, 0.2916565s
Step E-4: @380.54166, 0.22918701s
Step A-3: @381.04166, 0.322937s
Step E-4: @381.5625, 0.3020935s
Step A-3: @382.0625, 0.3229065s
Step E-4: @382.59375, 0.3020935s
Step A-3: @383.1146, 0.28125s
Step E-4: @383.6146, 0.3229065s
Step A-3: @384.1354, 0.322937s
Step E-4: @384.66666, 0.3020935s
Step A-3: @385.1875, 0.25s
Step E-4: @385.70834, 0.2916565s
Step A-3: @386.22916, 0.291687s
Step E-4: @386.7396, 0.302063s
Step A-3: @387.27084, 0.2604065s
Step E-4: @387.78125, 0.3229065s
Step A-3: @388.3021, 0.302063s
Step E-4: @388.8125, 0.3125s
Step A-3: @389.33334, 0.28125s
Step E-4: @389.83334, 0.333313s
Step A-3: @390.35416, 0.3125s
Step E-4: @390.875, 0.3020935s
Step A-3: @391.39584, 0.270813s
Step E-4: @391.90625, 0.3125s
Step A-3: @392.41666, 0.34375s
Step E-4: @392.95834, 0.3125s
Step A-3: @393.46875, 0.3333435s
Step E-4: @394.0, 0.2916565s
Step A-3: @394.5, 0.3229065s
Step E-4: @395.02084, 0.302063s
Step A-3: @395.54166, 0.260437s
Step E-4: @396.04166, 0.2708435s
Step A-3: @396.5521, 0.25s
Step E-4: @397.0625, 0.2916565s
Step A-3: @397.5729, 0.28125s
Step E-4: @398.09375, 0.28125s
Step A-3: @398.60416, 0.291687s
Step E-4: @399.10416, 0.3020935s
Step A-3: @399.60416, 0.322937s
Step E-4: @400.125, 0.3125s
Step A-3: @400.6354, 0.28125s
Step E-4: @401.125, 0.2916565s
Step A-3: @401.6354, 0.291687s
Step E-4: @402.125, 0.3333435s
Step A-3: @402.65625, 0.2708435s
Step E-4: @403.15625, 0.2916565s
Step A-3: @403.65625, 0.3125s
Step E-4: @404.16666, 0.3020935s
Step A-3: @404.66666, 0.28125s
Step E-4: @405.1875, 0.3020935s
Step A-3: @405.6771, 0.2916565s
Step E-4: @406.1875, 0.2708435s
Step A-3: @406.6979, 0.28125s
Step E-4: @407.20834, 0.2916565s
Step A-3: @407.70834, 0.302063s
Step E-4: @408.22916, 0.3020935s
Step A-3: @408.75, 0.28125s
Step E-4: @409.25, 0.3125s
Step A-3: @409.77084, 0.2916565s
Step E-4: @410.28125, 0.3020935s
Step A-3: @410.8021, 0.28125s
Step E-4: @411.3229, 0.2708435s
Step A-3: @411.83334, 0.302063s
Step E-4: @412.34375, 0.28125s
Step A-3: @412.85416, 0.2708435s
Step E-4: @413.35416, 0.3125s
Step A-3: @413.875, 0.28125s
Step E-4: @414.39584, 0.20831299s
Step A-3: @414.89584, 0.270813s
Step E-4: @415.40625, 0.3333435s
Step A-3: @415.9271, 0.2916565s
Step E-4: @416.4271, 0.3125s
Step A-3: @416.9375, 0.3125s
Step E-4: @417.45834, 0.3125s
Step A-3: @417.97916, 0.291687s
Step E-4: @418.47916, 0.28125s
Step A-3: @418.9896, 0.3229065s
Step E-4: @419.52084, 0.2916565s
Step A-3: @420.02084, 0.3125s
Step E-4: @420.54166, 0.322937s
Step A-3: @421.04166, 0.3333435s
Step E-4: @421.5729, 0.34375s
Step A-3: @422.10416, 0.2395935s
Step E-4: @422.60416, 0.3020935s
Step A-3: @423.1146, 0.302063s
Step E-4: @423.625, 0.3125s
Step A-3: @424.14584, 0.2916565s
Step E-4: @424.66666, 0.291687s
Step A-3: @425.16666, 0.3020935s
Step E-4: @425.6875, 0.3125s
